timestamp,P_pv_kw,P_wwtp_kw,P_dc_kw,P_bess_chg_kw,P_bess_dis_kw,P_grid_kw,P_curtail_kw,SOC_kwh,balance_error_kw,dispatch_state,rate_period,electricity_price,hour_of_day
2023-01-03 03:00:00,0.0,2073.479656419489,2500.0,808.0880318052256,81.56768822471531,4500.0,0.0,4716.315083384923,0.0,CHARGE+SPIKE_SHAVE,off_peak,0.07,3
2023-01-03 04:00:00,0.0,2087.450207545283,2500.0,85.85710127739496,0.0,3873.3073088226774,0.0,4800.0,0.0,CHARGE,off_peak,0.07,4
2023-01-03 05:00:00,0.0,2310.382454538158,2500.0,0.0,0.0,4010.3824545381576,0.0,4800.0,0.0,CHARGE,off_peak,0.07,5
2023-01-03 06:00:00,0.0,2513.43659003956,2500.0,0.0,0.0,4213.4365900395605,0.0,4800.0,0.0,CHARGE,off_peak,0.07,6
2023-01-03 07:00:00,0.0,2683.644368769251,2500.0,0.0,0.0,4383.644368769251,0.0,4800.0,0.0,CHARGE,off_peak,0.07,7
2023-01-03 08:00:00,0.0,2792.8825678183466,2500.0,0.0,0.0,4492.882567818347,0.0,4800.0,0.0,CHARGE,off_peak,0.07,8
2023-01-03 09:00:00,81.13336471994484,2862.4501104727688,2500.0,0.0,0.0,4481.316745752824,0.0,4800.0,0.0,HOLD_SOLAR,partial_peak,0.12,9
2023-01-03 10:00:00,983.9859239140344,2697.1226010508003,2500.0,0.0,0.0,3413.1366771367657,0.0,4800.0,0.0,HOLD_SOLAR,partial_peak,0.12,10
2023-01-03 11:00:00,1646.5058441229824,2678.906363998756,2500.0,0.0,0.0,2732.400519875774,0.0,4800.0,0.0,HOLD_SOLAR,partial_peak,0.12,11
2023-01-03 12:00:00,1909.5040967383857,2507.1073373969693,2500.0,0.0,0.0,2297.6032406585837,0.0,4800.0,0.0,WINTER_IDLE,partial_peak,0.12,12
2023-01-03 13:00:00,1751.64615636649,2547.4123890326655,2500.0,0.0,0.0,2495.7662326661757,0.0,4800.0,0.0,WINTER_IDLE,partial_peak,0.12,13
2023-01-03 14:00:00,861.3473329829369,2606.5490910445023,2500.0,0.0,0.0,3445.2017580615657,0.0,4800.0,0.0,WINTER_IDLE,partial_peak,0.12,14
2023-01-03 15:00:00,988.0398270583642,2693.5459479649417,2500.0,0.0,0.0,3405.506120906577,0.0,4800.0,0.0,WINTER_IDLE,partial_peak,0.12,15
